nombre_aeropouerto,codigo_IATA,ISO_pais,ISO_region
RAJKOT,RAJ,IN,IN-GJ
SWAMI VIVEKANANDA,RPR,IN,IN-CT
SHIRDI,SAG,IN,IN-MM
SOLAPUR,SSE,IN,IN-MM
SURAT,STV,IN,IN-GJ
MAHARANA PRATAP,UDR,IN,IN-RJ
BANDARANAIKE INTERNATIONAL COLOMBO,CMB,LK,LK-1
ANURADHAPURA,ACJ,LK,LK-7
BATTICALOA,BTC,LK,LK-5
COLOMBO RATMALANA,RML,LK,LK-1
AMPARA,ADP,LK,LK-5
HINGURAKGODA AIR FORCE BASE,HIM,LK,LK-7
JAFFNA INTERNATIONAL,JAF,LK,LK-4
KOGGALA,KCT,LK,LK-3
KATUKURUNDA AIR FORCE BASE,KTY,LK,LK-1
SIGIRIYA AIR FORCE BASE,GIU,LK,LK-2
CHINA BAY,TRR,LK,LK-5
WEERAWILA,WRZ,LK,LK-3
MATTALA RAJAPAKSA INTERNATIONAL,HRI,LK,LK-3
BATTAMBANG,BBM,KH,KH-2
KAMPONG CHHNANG,KZC,KH,KH-4
KOH KONG,KKZ,KH,KH-9
MONDULKIRI,MWV,KH,KH-11
PHNOM PENH INTERNATIONAL,PNH,KH,KH-12
RATANAKIRI,RBE,KH,KH-16
SIEM REAP INTERNATIONAL,REP,KH,KH-17
SIHANOUKVILLE INTERNATIONAL,KOS,KH,KH-18
KRAKOR,KZD,KH,KH-15
LAGUNILLAS,LGY,VE,VE-V
KAMARATA,KTV,VE,VE-F
LA GUAIRA,LAG,VE,VE-X
MACAGUA,SFX,VE,VE-F
SAN SALVADOR DE PAUL,SVV,VE,VE-F
WONKEN,WOK,VE,VE-F
DARBHANGA,DBR,IN,IN-BR
ALONG,IXV,IN,IN-AR
AGARTALA - MAHARAJA BIR BIKRAM,IXA,IN,IN-TR
BAGDOGRA,IXB,IN,IN-WB
BALURGHAT,RGH,IN,IN-WB
SHILLONG,SHL,IN,IN-ML
BIJU PATNAIK,BBI,IN,IN-OR
NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL,CCU,IN,IN-WB
COOCH BEHAR,COH,IN,IN-WB
DHANBAD,DBD,IN,IN-BR
KAZI NAZRUL ISLAM,RDP,IN,IN-WB
DAPORIJO,DEP,IN,IN-AR
GORAKHPUR,GOP,IN,IN-UP
LOKPRIYA GOPINATH BORDOLOI INTERNATIONAL,GAU,IN,IN-AS
GAYA,GAY,IN,IN-BR
IMPHAL,IMF,IN,IN-MN
JHARSUGUDA,JRG,IN,IN-OR
JEYPORE,PYB,IN,IN-OR
SONARI,IXW,IN,IN-JH
JORHAT,JRH,IN,IN-AS
KUSHINAGAR INTERNATIONAL,KBK,IN,IN-UP
KAMALPUR,IXQ,IN,IN-TR
KAILASHAHAR,IXH,IN,IN-TR
SILCHAR,IXS,IN,IN-AS
KHOWAI,IXN,IN,IN-TR
LENGPUI,AJL,IN,IN-MZ
NORTH LAKHIMPUR,IXI,IN,IN-AS
MALDA,LDA,IN,IN-WB
DIBRUGARH,DIB,IN,IN-AS
DIMAPUR,DMU,IN,IN-NL
MUZAFFARPUR,MZU,IN,IN-BR
PASIGHAT,IXT,IN,IN-AR
LOK NAYAK JAYAPRAKASH,PAT,IN,IN-BR
BIRSA MUNDA,IXR,IN,IN-JH
ROURKELA,RRK,IN,IN-OR
RUPSI,RUP,IN,IN-AS
TEZPUR,TEZ,IN,IN-AS
VISAKHAPATNAM,VTZ,IN,IN-AP
ZIRO,ZER,IN,IN-AR
BARISAL,BZL,BD,BD-1
COX'S BAZAR,CXB,BD,BD-2
COMILLA,CLA,BD,BD-2
SHAH AMANAT INTERNATIONAL,CGP,BD,BD-2
ISHURDI,IRD,BD,BD-5
JESSORE,JSR,BD,BD-4
SHAH MOKHDUM,RJH,BD,BD-5
SAIDPUR,SPD,BD,BD-5
THAKURGAON,TKR,BD,BD-5
SHAMSHERNAGAR,ZHM,BD,BD-6
OSMANY INTERNATIONAL,ZYL,BD,BD-6
HAZRAT SHAHJALAL INTERNATIONAL,DAC,BD,BD-3
HONG KONG INTERNATIONAL,HKG,HK,HK-U-A
AGRA / AGRA AIR FORCE STATION,AGR,IN,IN-UP
ALLAHABAD,IXD,IN,IN-UP
SRI GURU RAM DASS JEE INTERNATIONAL,ATQ,IN,IN-PB
ADAMPUR,AIP,IN,IN-PB
NAL,BKB,IN,IN-RJ
LAL BAHADUR SHASTRI,VNS,IN,IN-UP
KULLU MANALI,KUU,IN,IN-HP
BHATINDA AIR FORCE STATION,BUP,IN,IN-PB
BAREILLY AIR FORCE STATION,BEK,IN,IN-UP
CHANDIGARH INTERNATIONAL,IXC,IN,IN-CH
KANPUR,KNU,IN,IN-UP
DEHRADUN,DED,IN,IN-UL
INDIRA GANDHI INTERNATIONAL,DEL,IN,IN-DL
KANGRA,DHM,IN,IN-HP
GWALIOR,GWL,IN,IN-MP
HISSAR,HSS,IN,IN-HR
JODHPUR,JDH,IN,IN-RJ
JAIPUR INTERNATIONAL,JAI,IN,IN-RJ
JAISALMER,JSA,IN,IN-RJ
JAMMU,IXJ,IN,IN-JK
KISHANGARH AJMER,KQH,IN,IN-RJ
KOTA,KTU,IN,IN-RJ
LUDHIANA,LUH,IN,IN-PB
LEH KUSHOK BAKULA RIMPOCHEE,IXL,IN,IN-JK
CHAUDHARY CHARAN SINGH INTERNATIONAL,LKO,IN,IN-UP
PATHANKOT,IXP,IN,IN-PB
PANTNAGAR,PGH,IN,IN-UP
SHIMLA,SLV,IN,IN-HP
SHEIKH UL ALAM INTERNATIONAL,SXR,IN,IN-JK
SATNA,TNI,IN,IN-MP
VIVIGANI AIRFIELD,VIV,PG,PG-MBA
GURUE,VJQ,MZ,MZ-Q
ATTOPEU,AOU,LA,LA-AT
BAN HUOEISAY,HOE,LA,LA-BK
LUANG PHABANG INTERNATIONAL,LPQ,LA,LA-LP
LUANG NAMTHA,LXG,LA,LA-LM
OUDOMSAY,ODY,LA,LA-OU
PAKSE INTERNATIONAL,PKZ,LA,LA-CH
SAYABOURY,ZBY,LA,LA-XA
SAVANNAKHET,ZVK,LA,LA-SV
SAM NEUA,NEU,LA,LA-HO
SARAVANE,VNA,LA,LA-SL
THAKHEK,THK,LA,LA-KH
WATTAY INTERNATIONAL,VTE,LA,LA-VT
XIENG KHOUANG,XKH,LA,LA-XI
XIENGLOM,XIE,LA,LA-BK
DR JUAN PLATE,VMI,PY,PY-1
MACAU INTERNATIONAL,MFM,MO,MO-U-A
DONG HOI,VDH,VN,VN-NC
KONTUM,KON,VN,VN-CH
BAJHANG,BJH,NP,NP-SE
BHOJPUR,BHP,NP,NP-KO
BAGLUNG,BGL,NP,NP-DH
BHARATPUR,BHR,NP,NP-NA
BAJURA,BJU,NP,NP-SE
BAITADI,BIT,NP,NP-MA
GAUTAM BUDDHA INTERNATIONAL,BWA,NP,NP-LU
BHADRAPUR,BDP,NP,NP-ME
TULSIPUR,DNP,NP,NP-RA
DHANGARHI,DHI,NP,NP-BH
DARCHULA,DAP,NP,NP-MA
DOLPA,DOP,NP,NP-KA
SILGADI DOTI,SIH,NP,NP-SE
PALUNGTAR,GKH,NP,NP-GA
JIRI,JIR,NP,NP-JA
JUMLA,JUM,NP,NP-KA
JANAKPUR,JKR,NP,NP-JA
JOMSOM,JMO,NP,NP-DH
TRIBHUVAN INTERNATIONAL,KTM,NP,NP-BA
LAMIDANDA,LDN,NP,NP-SA
LUKLA,LUA,NP,NP-SA
LANGTANG,LTG,NP,NP-BA
MANANG,NGX,NP,NP-GA
MEGHAULI,MEY,NP,NP-NA
MAHENDRANAGAR,XMG,NP,NP-MA
NEPALGUNJ,KEP,NP,NP-BH
POKHARA,PKR,NP,NP-GA
PHAPLU,PPL,NP,NP-SA
RAJBIRAJ,RJB,NP,NP-SA
RAMECHHAP,RHP,NP,NP-JA
RUKUM CHAURJAHARI,RUK,NP,NP-RA
ROLPA,RPA,NP,NP-RA
RUMJATAR,RUM,NP,NP-SA
SYANGBOCHE,SYH,NP,NP-SA
SIMARA,SIF,NP,NP-NA
SURKHET,SKH,NP,NP-BH
SANFEBAGAR,FEB,NP,NP-SE
SIMIKOT,IMK,NP,NP-KA
TAPLEJUNG,TPJ,NP,NP-ME
TIKAPUR,TPU,NP,NP-SE
TUMLING TAR,TMI,NP,NP-KO
BIRATNAGAR,BIR,NP,NP-KO
MUROD KOND,LTU,IN,IN-MM
TUTICORIN,TCR,IN,IN-TN
AGATTI,AGX,IN,IN-LD
BELLARY,BEP,IN,IN-KA
KEMPEGOWDA INTERNATIONAL,BLR,IN,IN-KA
BIDAR / BIDAR AIR FORCE STATION,IXX,IN,IN-KA
VIJAYAWADA,VGA,IN,IN-AP
COIMBATORE INTERNATIONAL,CJB,IN,IN-TN
COCHIN INTERNATIONAL,COK,IN,IN-KL
CALICUT INTERNATIONAL,CCJ,IN,IN-KL
KADAPA,CDP,IN,IN-AP
CAR NICOBAR AIR FORCE BASE,CBD,IN,IN-AN
RAJIV GANDHI INTERNATIONAL,HYD,IN,IN-TG
BEGUMPET,BPM,IN,IN-TG
KANNUR INTERNATIONAL,CNN,IN,IN-KL
KURNOOL,KJB,IN,IN-AP
MADURAI,IXM,IN,IN-TN
MANGALORE INTERNATIONAL,IXE,IN,IN-KA
CHENNAI INTERNATIONAL,MAA,IN,IN-TN
MYSORE,MYQ,IN,IN-KA
VEER SAVARKAR INTERNATIONAL / INS UTKROSH,IXZ,IN,IN-AN
PONDICHERRY,PNY,IN,IN-PY
SRI SATHYA SAI,PUT,IN,IN-AP
BASANTH NAGAR,RMD,IN,IN-TG
RAJAHMUNDRY,RJA,IN,IN-AP
SALEM,SXV,IN,IN-TN
THANJAVUR AIR FORCE STATION,TJV,IN,IN-TN
TIRUPATI,TIR,IN,IN-AP
TIRUCHIRAPPALLI INTERNATIONAL,TRZ,IN,IN-TN
TRIVANDRUM INTERNATIONAL,TRV,IN,IN-KL
WARANGAL,WGC,IN,IN-TG
YONGPHULLA,YON,BT,BT-41
BATHPALATHANG,BUT,BT,BT-33
GELEPHU,GLU,BT,BT-31
PARO INTERNATIONAL,PBH,BT,BT-11
KULHUDHUFFUSHI,HDK,MV,MV-23
MAAFARU INTERNATIONAL,NMF,MV,MV-25
IFURU,IFU,MV,MV-13
DHARAVANDHOO,DRV,MV,MV-20
FUVAHMULAH,FVM,MV,MV-29
GAN INTERNATIONAL,GAN,MV,MV-01
HANIMAADHOO,HAQ,MV,MV-23
KADHDHOO,KDO,MV,MV-05
MALÉ INTERNATIONAL,MLE,MV,MV-MLE
KOODDOO,GKK,MV,MV-27
KAADEDHDHOO,KDM,MV,MV-28
DHAALU ATOLL,DDD,MV,MV-17
VILLA,VAM,MV,MV-13
THIMARAFUSHI,TMF,MV,MV-08
MAAVAARULAA,RUL,MV,MV-28
DON MUEANG INTERNATIONAL,DMK,TH,TH-10
SA PRAN NAK,KKM,TH,TH-16
KAMPHAENG SAEN,KDT,TH,TH-72
TRAT,TDX,TH,TH-23
SUVARNABHUMI,BKK,TH,TH-10
U-TAPAO INTERNATIONAL,UTP,TH,TH-21
CHIANG MAI INTERNATIONAL,CNX,TH,TH-50
MAE HONG SON,HGN,TH,TH-58
MAE HONG SON,PYY,TH,TH-58
LAMPANG,LPT,TH,TH-52
NAN,NNT,TH,TH-55
PHRAE,PRH,TH,TH-54
MAE FAH LUANG - CHIANG RAI INTERNATIONAL,CEI,TH,TH-57
UDORN AIR BASE,BAO,TH,TH-41
PHETCHABUN,PHY,TH,TH-67
HUA HIN,HHQ,TH,TH-76
TAKHLI,TKH,TH,TH-60
MAE SOT,MAQ,TH,TH-63
SUKHOTHAI,THS,TH,TH-64
PHITSANULOK,PHS,TH,TH-65
TAK,TKT,TH,TH-63
UTTARADIT,UTR,TH,TH-53
SURAT THANI,URT,TH,TH-84
NARATHIWAT,NAW,TH,TH-96
CHUMPHON,CJM,TH,TH-86
NAKHON SI THAMMARAT,NST,TH,TH-80
KRABI,KBV,TH,TH-81
SONGKHLA,SGZ,TH,TH-90
PATTANI,PAN,TH,TH-94
SAMUI,USM,TH,TH-80
PHUKET INTERNATIONAL,HKT,TH,TH-83
RANONG,UNN,TH,TH-85
HAT YAI INTERNATIONAL,HDY,TH,TH-90
TRANG,TST,TH,TH-92
UDON THANI,UTH,TH,TH-41
SAKON NAKHON,SNO,TH,TH-47
SURIN,PXR,TH,TH-32
KHON KAEN,KKC,TH,TH-40
LOEI,LOE,TH,TH-42
BURI RAM,BFV,TH,TH-31
NAKHON RATCHASIMA,NAK,TH,TH-30
UBON RATCHATHANI,UBP,TH,TH-34
ROI ET,ROI,TH,TH-45
NAKHON PHANOM,KOP,TH,TH-48
MVUU CAMP,VUU,MW,MW-MH
BUON MA THUOT,BMV,VN,VN-CH
CHU LAI,VCL,VN,VN-SCC
CAT BI INTERNATIONAL,HPH,VN,VN-RRD
CÀ MAU,CAH,VN,VN-SW
CAM RANH INTERNATIONAL / CAM RANH AIR BASE,CXR,VN,VN-SCC
CON DAO,VCS,VN,VN-SE
CAN THO INTERNATIONAL,VCA,VN,VN-SW
DIEN BIEN PHU,DIN,VN,VN-NW
LIEN KHUONG,DLI,VN,VN-CH
DA NANG INTERNATIONAL,DAD,VN,VN-SCC
LAS MALVINAS/ECHARATE,VVN,PE,PE-CUS
NOI BAI INTERNATIONAL,HAN,VN,VN-RRD
NA-SAN,SQH,VN,VN-NW
PHU BAI INTERNATIONAL,HUI,VN,VN-NC
PHU CAT,UIH,VN,VN-SCC
PLEIKU,PXU,VN,VN-CH
PHU QUOC INTERNATIONAL,PQC,VN,VN-SW
PHAN RANG,PHA,VN,VN-SCC
RACH GIA,VKG,VN,VN-SW
DONG TAC,TBB,VN,VN-SCC
TAN SON NHAT INTERNATIONAL,SGN,VN,VN-SE
THO XUAN,THD,VN,VN-NC
VAN DON INTERNATIONAL,VDO,VN,VN-NE
VINH,VII,VN,VN-NC
VUNG TAU,VTG,VN,VN-SE
ANN,VBA,MM,MM-16
BAGAN,NYU,MM,MM-04
BANMAW,BMO,MM,MM-11
BOKPYINN,VBP,MM,MM-05
DAWEI,TVY,MM,MM-05
NAY PYI TAW INTERNATIONAL,NYT,MM,MM-04
GANGAW,GAW,MM,MM-03
GWA,GWA,MM,MM-16
HEHO,HEH,MM,MM-17
HOMMALINN,HOX,MM,MM-01
TILIN,TIO,MM,MM-03
KENGTUNG,KET,MM,MM-17
KANTI,KHM,MM,MM-01
KALAY,KMV,MM,MM-01
KYAUKPYU,KYP,MM,MM-16
KAWTHOUNG,KAW,MM,MM-05
KYAUKTU,KYT,MM,MM-03
LOIKAW,LIW,MM,MM-12
LASHIO,LSH,MM,MM-17
MANDALAY INTERNATIONAL,MDL,MM,MM-04
MYEIK,MGZ,MM,MM-05
MYITKYINA,MYT,MM,MM-11
MAWLAMYINE,MNU,MM,MM-15
MANAUNG,MGU,MM,MM-16
MOMEIK,MOE,MM,MM-17
MONG HSAT,MOG,MM,MM-17
MONG TONG,MGK,MM,MM-17
MAGWAY,MWQ,MM,MM-03
MONYWAR,NYW,MM,MM-01
NAMSANG,NMS,MM,MM-17
NAMTU,NMT,MM,MM-17
HPA-N,PAA,MM,MM-13
PAUK,PAU,MM,MM-03
PATHEIN,BSX,MM,MM-07
HPAPUN,PPU,MM,MM-13
PUTAO,PBU,MM,MM-11
PAKHOKKU,PKK,MM,MM-03
PYAY,PRU,MM,MM-02
SITTWE,AKY,MM,MM-16
THANDWE,SNW,MM,MM-16
TACHILEIK,THL,MM,MM-17
YE,XYE,MM,MM-15
YANGON INTERNATIONAL,RGN,MM,MM-06
ROCHE HARBOR,RCE,US,US-WA
MARANGGO,TQQ,ID,ID-SG
HASANUDDIN INTERNATIONAL,UPG,ID,ID-SN
FRANS KAISIEPO,BIK,ID,ID-PA
MOANAMANI,ONI,ID,ID-PA
KORNASOREN AIRFIELD,FOO,ID,ID-PA
WAGETHE,WET,ID,ID-PA
NABIRE,NBX,ID,ID-PA
ILLAGA,ILA,ID,ID-PA
KOKONAU,KOX,ID,ID-PA
SERUI,ZRI,ID,ID-PA
MOZES KILANGIN,TIM,ID,ID-PA
ENAROTALI,EWI,ID,ID-PA
ANDRIAMENA,WAD,MG,MG-M
SELAPARANG,AMI,ID,ID-NB
MUHAMMAD SALAHUDDIN,BMU,ID,ID-NB
NGURAH RAI (BALI) INTERNATIONAL,DPS,ID,ID-BA
LOMBOK INTERNATIONAL,LOP,ID,ID-NB
SUMBAWA BESAR,SWQ,ID,ID-NB
TAMBOLAKA,TMC,ID,ID-NT
UMBU MEHANG KUNDA,WGP,ID,ID-NT
PITU,OTI,ID,ID-MU
TORAJA,TRT,ID,ID-SS
BUA - PALOPO LAGALIGO,LLO,ID,ID-SN
MUTIARA - SIS AL-JUFRIE,PLW,ID,ID-ST
TAMPA PADANG,MJU,ID,ID-SN
KASIGUNCU,PSJ,ID,ID-ST
SYUKURAN AMINUDDIN AMIR,LUW,ID,ID-ST
HAJI MUHAMMAD SIDIK,HMS,ID,ID-KT
SERUYAN KUALA PEMBUANG,KLP,ID,ID-KT
TJILIK RIWUT,PKY,ID,ID-KT
YOGYAKARTA INTERNATIONAL,YIA,ID,ID-YO
TUNGGUL WULUNG,CXP,ID,ID-JT
DEWADARU - KEMUJAN ISLAND,KWB,ID,ID-JT
BOKONDINI,BUI,ID,ID-PA
SARMI,ZRM,ID,ID-PA
SENTANI INTERNATIONAL,DJJ,ID,ID-PA
LEREH,LHI,ID,ID-PA
MULIA,LII,ID,ID-PA
OKSIBIL,OKL,ID,ID-PA
WARIS,WAR,ID,ID-PA
SENGGEH,SEH,ID,ID-PA
UBRUB,UBR,ID,ID-PA
MINDIPTANA,MDP,ID,ID-PA
BADE,BXD,ID,ID-PA
MOPAH INTERNATIONAL,MKQ,ID,ID-PA
OKABA,OKQ,ID,ID-PA
KEPI,KEI,ID,ID-PA
TANAH MERAH,TMH,ID,ID-PA
MELALAN,GHS,ID,ID-KI
TANJUNG HARAPAN,TJS,ID,ID-KU
DATADAWAI,DTD,ID,ID-KI
KALIMARAU,BEJ,ID,ID-KI
SULTAN AJI MUHAMAD SULAIMAN,BPN,ID,ID-KI
JUWATA,TRK,ID,ID-KU
AJI PANGERAN TUMENGGUNG PRANOTO INTERNATIONAL,AAP,ID,ID-KI
TANJUNG SANTAN,TSX,ID,ID-KI
BUNYU,BYQ,ID,ID-KU
GAMARMALAMO,GLX,ID,ID-MU
BULI,PGQ,ID,ID-MA
JALALUDDIN,GTO,ID,ID-GO
NAHA,NAH,ID,ID-SA
SULTAN BANTILAN,TLI,ID,ID-ST
GEBE,GEB,ID,ID-MU
KAO,KAZ,ID,ID-MU
SAM RATULANGI,MDC,ID,ID-SA
MELANGGUANE,MNA,ID,ID-SA
SULTAN BABULLAH,TTE,ID,ID-MU
BUOL,UOL,ID,ID-ST
WAVERNEY,WAN,AU,AU-QLD
BATU LICIN,BTW,ID,ID-KS
ISKANDAR,PKN,ID,ID-KT
GUSTI SYAMSIR ALAM,KBU,ID,ID-KS
WARUKIN,TJG,ID,ID-KS
SYAMSUDIN NOOR,BDJ,ID,ID-KS
SAMPIT(HASAN),SMQ,ID,ID-KT
AMAHAI,AHI,ID,ID-MA
BANDANAIRA,NDA,ID,ID-MA
RAR GWAMAR,DOB,ID,ID-MA
MANGOLE- FALABISAHAYA,MAL,ID,ID-MU
KAREL SADSUITUBUN,LUV,ID,ID-MA
NAMROLE,NRE,ID,ID-MA
OESMAN SADIK,LAH,ID,ID-MU
SAUMLAKI/OLILIT,SXK,ID,ID-MA
NANGASURI,BJK,ID,ID-MA
EMALAMO SANANA,SQN,ID,ID-MU
PATTIMURA- AMBON,AMQ,ID,ID-MA
NAMLEA,NAM,ID,ID-MA
TALIABU ISLAND,TAX,ID,ID-MU
WAHAI-SERAM ISLAND,WBA,ID,ID-MA
ABDUL RACHMAN SALEH,MLG,ID,ID-JI
NGLORAM,CPF,ID,ID-JT
ADISUTJIPTO INTERNATIONAL,JOG,ID,ID-YO
ADISUMARMO INTERNATIONAL,SOC,ID,ID-JT
JUANDA INTERNATIONAL,SUB,ID,ID-JI
ACHMAD YANI,SRG,ID,ID-JT
TRUNOJOYO,SUP,ID,ID-JI
STENKOL,NTI,ID,ID-PB
ABRESSO,RSK,ID,ID-PB
KEBAR,KEQ,ID,ID-PB
FAKFAK,FKQ,ID,ID-PB
INANWATAN,INX,ID,ID-PB
KAIMANA,KNG,ID,ID-PB
MERDEI,RDE,ID,ID-PB
MARINDA,RJM,ID,ID-PB
BABO,BXB,ID,ID-PB
RENDANI,MKW,ID,ID-PB
TEMINABUAN,TXM,ID,ID-PB
WASIOR,WSR,ID,ID-PB
BAJAWA SOA,BJW,ID,ID-NT
MAUMERE(WAI OTI),MOF,ID,ID-NT
ENDE (H HASAN AROEBOESMAN),ENE,ID,ID-NT
FRANS SALES LEGA,RTG,ID,ID-NT
MALI,ARD,ID,ID-NT
KOMODO,LBJ,ID,ID-NT
SABU-TARDANU,SAU,ID,ID-NT
EL TARI,KOE,ID,ID-NT
WAMENA,WMX,ID,ID-PA
BETOAMBARI,BUW,ID,ID-SG
MATAHORA,WNI,ID,ID-SG
SELAYAR - HAJI AROEPPALA,KSR,ID,ID-SN
ANDI JEMMA,MXB,ID,ID-SN
SOROAKO,SQR,ID,ID-SN
PONGTIKU,TTR,ID,ID-SN
WOLTER MONGINSIDI,KDI,ID,ID-SG
DOMINE EDUARD OSOK,SOQ,ID,ID-PB
STEBBINS,WBB,US,US-AK
WAPOLU,WBC,PG,PG-MBA
BINTULU,BTU,MY,MY-13
BELAGA,BLG,MY,MY-13
LONG SEMADO,LSM,MY,MY-13
LONG LELLANG,LGL,MY,MY-13
KUCHING INTERNATIONAL,KCH,MY,MY-13
LONG SERIDAN,ODN,MY,MY-13
LIMBANG,LMN,MY,MY-13
MUKAH,MKM,MY,MY-13
LONG AKAH,LKH,MY,MY-13
MARUDI,MUR,MY,MY-13
SEMATAN,BSE,MY,MY-13
KAPIT,KPI,MY,MY-13
BAKALALAN,BKM,MY,MY-13
MIRI,MYY,MY,MY-13
SIBU,SBW,MY,MY-13
TANJUNG MANIS,TGC,MY,MY-13
LONG SUKANG,LSU,MY,MY-13
LAWAS,LWY,MY,MY-13
BARIO,BBN,MY,MY-13
SEMPORNA,SMM,MY,MY-12
LAHAD DATU,LDU,MY,MY-12
TELUPID,TEL,MY,MY-12
KENINGAU,KGU,MY,MY-12
SAHABAT [SAHABAT 16],SXS,MY,MY-12
KOTA KINABALU INTERNATIONAL,BKI,MY,MY-12
LABUAN,LBU,MY,MY-15
TOMANGGONG,TMG,MY,MY-12
LONG PASIA,GSA,MY,MY-12
SEPULOT,SPE,MY,MY-12
PAMOL,PAY,MY,MY-12
RANAU,RNU,MY,MY-12
SANDAKAN,SDK,MY,MY-12
KUDAT,KUD,MY,MY-12
TAWAU,TWU,MY,MY-12
MULU,MZV,MY,MY-13
BRUNEI INTERNATIONAL,BWN,BN,BN-BM
AL AIN AIN DISTRICT- SHABWAH GOVERNORATE- YEMEN,WDA,YE,YE-SH
PARKER COUNTY,WEA,US,US-TX
WEDAU,WED,PG,PG-MBA
WELSHPOOL,WHL,AU,AU-VIC
NUSAWIRU,CJN,ID,ID-JB
SULTAN SYARIF KASIM II (SIMPANG TIGA),PKU,ID,ID-RI
PINANG KAMPAI,DUM,ID,ID-RI
JAPURA,RGT,ID,ID-RI
ROKOT,RKO,ID,ID-SB
SUNGAI PAKNING BENGKALIS,SEQ,ID,ID-RI
SEI BATI,TJB,ID,ID-RI
KERTAJATI INTERNATIONAL,KJT,ID,ID-JB
HUSEIN SASTRANEGARA INTERNATIONAL,BDO,ID,ID-JB
PENGGUNG,CBN,ID,ID-JB
CIBEUREUM,TSY,ID,ID-JB
HANG NADIM INTERNATIONAL,BTH,ID,ID-RI
PASIR PANGARAAN,PPR,ID,ID-RI
LETUNG,LMU,ID,ID-RI
TAREMPA,MWK,ID,ID-RI
RAJA HAJI FISABILILLAH INTERNATIONAL,TNJ,ID,ID-RI
DABO,SIQ,ID,ID-RI
MUKO MUKO,MPC,ID,ID-JA
HALIM PERDANAKUSUMA INTERNATIONAL,HLP,ID,ID-JK
PONDOK CABE AIR BASE,PCB,ID,ID-JK
SOEKARNO-HATTA INTERNATIONAL,CGK,ID,ID-BT
DEPATI AMIR,PGK,ID,ID-BB
SILAMPARI,LLJ,ID,ID-SS
RADIN INTEN II INTERNATIONAL,TKG,ID,ID-LA
MUHAMMAD TAUFIQ KIEMAS,TFY,ID,ID-LA
BINAKA,GNS,ID,ID-SU
AEK GODANG,AEG,ID,ID-SU
SOEWONDO AIR FORCE BASE,MES,ID,ID-SU
KUALANAMU INTERNATIONAL,KNO,ID,ID-SU
SILANGIT,DTB,ID,ID-SU
SIBISA,SIW,ID,ID-SU
DR. FERDINAND LUMBAN TOBING,FLZ,ID,ID-SU
H A S HANANDJOEDDIN INTERNATIONAL,TJQ,ID,ID-BB
NANGA PINOH,NPO,ID,ID-KB
RAHADI OSMAN,KTG,ID,ID-KB
RANAI,NTX,ID,ID-RI
SUPADIO,PNK,ID,ID-KB
PANGSUMA,PSU,ID,ID-KB
SINTANG(SUSILO),SQG,ID,ID-KB
SULTAN THAHA,DJB,ID,ID-JA
MUARA BUNGO,BUU,ID,ID-JA
FATMAWATI SOEKARNO,BKS,ID,ID-BE
SULTAN MAHMUD BADARUDDIN II,PLM,ID,ID-SS
PENDOPO,PDO,ID,ID-SS
MINANGKABAU INTERNATIONAL,PDG,ID,ID-SB
BENTAYAN,PXA,ID,ID-SS
TEUKU CUT ALI,TPK,ID,ID-AC
MAIMUN SALEH,SBG,ID,ID-AC
CUT NYAK DHIEN,MEQ,ID,ID-AC
REMBELE,TXE,ID,ID-AC
LHOK SUKON,LSX,ID,ID-AC
MALIKUS SALEH,LSW,ID,ID-AC
SULTAN ISKANDAR MUDA INTERNATIONAL,BTJ,ID,ID-AC
SUNGAI TIANG,SXT,MY,MY-06
MERSING,MEP,MY,MY-01
SITIAWAN,SWY,MY,MY-08
TAIPING (TEKAH),TPG,MY,MY-08
PULAU TIOMAN,TOD,MY,MY-06
SULTAN ABDUL HALIM,AOR,MY,MY-02
RMAF BUTTERWORTH AIR BASE,BWH,MY,MY-07
SULTAN ISMAIL PETRA,KBR,MY,MY-03
KUANTAN,KUA,MY,MY-06
KERTEH,KTE,MY,MY-11
SULTAN AZLAN SHAH,IPH,MY,MY-08
SENAI INTERNATIONAL,JHB,MY,MY-01
KUALA LUMPUR INTERNATIONAL,KUL,MY,MY-14
LANGKAWI INTERNATIONAL,LGK,MY,MY-02
MALACCA,MKZ,MY,MY-04
SULTAN MAHMUD,TGG,MY,MY-11
PENANG INTERNATIONAL,PEN,MY,MY-07
PULAU PANGKOR,PKG,MY,MY-08
LTS PULAU REDANG,RDN,MY,MY-11
SULTAN ABDUL AZIZ SHAH INTERNATIONAL,SZB,MY,MY-10
DECATUR SHORES,DTR,US,US-WA
WANUMA,WNU,PG,PG-MPM
ATAURO,AUT,TL,TL-DI
SUAI,UAI,TL,TL-CO
PRESIDENTE NICOLAU LOBATO INTERNATIONAL,DIL,TL,TL-DI
CAKUNG,BCH,TL,TL-BA
MALIANA,MPT,TL,TL-BO
ROTA DO SÂNDALO OECUSSE,OEC,TL,TL-OE
VIQUEQUE,VIQ,TL,TL-VI
AA BERE TALLO (HALIWEN),ABU,ID,ID-NT
GEWAYENTANA,LKA,ID,ID-NT
DAVID CONSTANTIJN SAUDALE,RTI,ID,ID-NT
SANGGATA/SANGKIMAH,SGQ,ID,ID-KI
LONG BAWAN,LBW,ID,ID-KU
BONTANG,BXT,ID,ID-KI
NUNUKAN,NNX,ID,ID-KU
TANAH GROGOT,TNB,ID,ID-KI
